SHIPMENT_ID,SHIPMENT_DATE,ORDER_CREATED_TS_UTC,LAST_EVENT_TS_UTC,DELIVERED_TS_UTC,OFFICE_CODE,OFFICE_NAME,CITY,REGION,HUB_TYPE,CUSTOMER_CODE,CUSTOMER_NAME,CUSTOMER_SEGMENT,CUSTOMER_TYPE,PREFERRED_SERVICE_CODE,SERVICE_CODE,SERVICE_NAME,PRIORITY_LEVEL,SLA_HOURS,TEMPERATURE_CONTROL_FLAG,DEST_POSTAL_CODE,DEST_CITY,DEST_REGION,ROUTE_CODE,CARRIER_MODE,WEIGHT_KG,WEIGHT_BAND_RAW,BASE_PRICE_EUR,FUEL_SURCHARGE_EUR,TOTAL_PRICE_EUR,DELIVERY_STATUS,ATTEMPT_COUNT,SOURCE_SYSTEM,SOURCE_PLATFORM,SAP_DOCUMENT_NO,SNOWFLAKE_BATCH_ID,EXTRACT_TS_UTC
PC-2024-004175,2024-09-18,2024-09-18T08:15:00Z,2024-09-19T18:15:00Z,2024-09-20T06:15:00Z,MAD02,ParcelCraft Madrid Sur,Fuenlabrada,Centro,Distribution Hub,CUST-109,UrbanNest,SMB,B2C,ECO,STD,Standard,Normal,48,False,28609,Getafe,Centro,R-MAD02-01,Van,1.8,1-5 kg,8.35,0.63,8.98,Delivered,1.0,SAP_S4,Snowflake,8225404176,SF_BATCH_20240905,2024-10-04T09:02:00Z
PC-2024-004612,2024-09-18,2024-09-18T09:00:00Z,2024-09-19T23:00:00Z,2024-09-21T12:00:00Z,BCN01,ParcelCraft Barcelona Litoral,Barcelona,Este,Urban Hub,CUST-101,Fabrikam Urban Shop,SMB,B2B,EXP,ECO,Economy,Low,72,False,46609,Valencia,Este,R-BCN01-02,Van,3.2,1-5 kg,7.45,0.56,8.01,Delivered,1.0,SAP_S4,Snowflake,8225404613,SF_BATCH_20240905,2024-10-21T09:25:00Z
PC-2024-004669,2024-09-18,2024-09-18T09:40:00Z,2024-09-19T07:40:00Z,2024-09-20T01:40:00Z,VAL02,ParcelCraft Valencia Norte,Valencia,Este,Regional Hub,CUST-100,Northwind Retail,Enterprise,B2B,EXP,STD,Standard,Normal,48,False,46403,Barcelona,Este,R-VAL02-01,Van,7.3,5-10 kg,9.35,0.77,10.12,Delivered,2.0,ParcelOps,Snowflake,8225404670,SF_BATCH_20240905,2024-09-27T09:54:00Z
PC-2024-004325,2024-09-18,2024-09-18T10:15:00Z,2024-09-19T21:15:00Z,2024-09-20T16:15:00Z,BCN01,ParcelCraft Barcelona Litoral,Barcelona,Este,Urban Hub,CUST-104,Contoso Market,MidMarket,B2B,STD,STD,Standard,Normal,48,False,46185,Sabadell,Este,R-BCN01-02,Van,7.7,5-10 kg,9.5,0.68,10.18,Delivered,1.0,SAP_S4,Snowflake,8225404326,SF_BATCH_20240905,2024-10-28T10:36:00Z
PC-2024-004297,2024-09-18,2024-09-18T10:25:00Z,2024-09-19T19:25:00Z,2024-09-20T11:25:00Z,VAL02,ParcelCraft Valencia Norte,Valencia,Este,Regional Hub,CUST-102,Alpine Electronics,Enterprise,B2B,STD,STD,Standard,Normal,48,False,46044,Castellón,Este,R-VAL02-01,Van,7.3,5-10 kg,9.76,0.7,10.46,Delivered,1.0,ParcelOps,Snowflake,8225404298,SF_BATCH_20240905,2024-10-10T10:34:00Z
PC-2024-004158,2024-09-18,2024-09-18T10:40:00Z,2024-09-18T15:40:00Z,2024-09-18T22:40:00Z,MAD02,ParcelCraft Madrid Sur,Fuenlabrada,Centro,Distribution Hub,CUST-107,MetroBooks,SMB,B2C,SAM,SAM,Same Day,Critical,12,False,28773,Madrid,Centro,R-MAD02-01,Van,5.9,5-10 kg,19.14,1.28,20.42,Delivered,1.0,SAP_S4,Snowflake,8225404159,SF_BATCH_20240905,2024-10-31T11:37:00Z
PC-2024-004570,2024-09-18,2024-09-18T11:00:00Z,2024-09-19T14:00:00Z,2024-09-20T19:00:00Z,VAL02,ParcelCraft Valencia Norte,Valencia,Este,Regional Hub,CUST-109,UrbanNest,SMB,B2C,ECO,STD,Standard,Normal,48,False,46583,Valencia,Este,R-VAL02-01,Van,0.7,0-1 kg,7.36,0.61,7.97,Delivered,1.0,SAP_S4,Snowflake,8225404571,SF_BATCH_20240905,2024-09-28T11:54:00Z
PC-2024-004677,2024-09-18,2024-09-18T11:40:00Z,2024-09-20T03:40:00Z,2024-09-20T20:40:00Z,MAD02,ParcelCraft Madrid Sur,Fuenlabrada,Centro,Distribution Hub,CUST-107,MetroBooks,SMB,B2C,SAM,ECO,Economy,Low,72,False,28155,Fuenlabrada,Centro,R-MAD02-01,Van,6.2,5-10 kg,7.45,0.56,8.01,Delivered,1.0,SAP_S4,Snowflake,8225404678,SF_BATCH_20240905,2024-10-31T12:25:00Z
PC-2024-004480,2024-09-18,2024-09-18T12:00:00Z,2024-09-18T23:00:00Z,2024-09-19T17:00:00Z,SEV01,ParcelCraft Sevilla Cartuja,Sevilla,Sur,Regional Hub,CUST-101,Fabrikam Urban Shop,SMB,B2B,EXP,EXP,Express,High,24,False,41898,Córdoba,Sur,R-SEV01-02,Van,6.5,5-10 kg,14.15,0.97,15.12,Delivered,1.0,SAP_S4,Snowflake,8225404481,SF_BATCH_20240905,2024-11-01T12:04:00Z
PC-2024-004519,2024-09-18,2024-09-18T12:20:00Z,2024-09-19T01:20:00Z,2024-09-19T08:20:00Z,MAD01,ParcelCraft Madrid Centro,Madrid,Centro,Urban Hub,CUST-100,Northwind Retail,Enterprise,B2B,EXP,EXP,Express,High,24,False,28294,Móstoles,Centro,R-MAD01-02,Van,0.7,0-1 kg,10.93,0.73,11.66,Delivered,1.0,ParcelOps,Snowflake,8225404520,SF_BATCH_20240905,2024-10-12T13:12:00Z
PC-2024-004529,2024-09-18,2024-09-18T13:10:00Z,2024-09-18T20:10:00Z,2024-09-19T01:10:00Z,MAD01,ParcelCraft Madrid Centro,Madrid,Centro,Urban Hub,CUST-107,MetroBooks,SMB,B2C,SAM,SAM,Same Day,Critical,12,False,28223,Alcorcón,Centro,R-MAD01-02,Van,0.3,0-1 kg,16.14,1.22,17.36,Delivered,1.0,ParcelOps,Snowflake,8225404530,SF_BATCH_20240905,2024-10-15T14:03:00Z
PC-2024-004246,2024-09-18,2024-09-18T13:45:00Z,2024-09-19T01:45:00Z,2024-09-19T13:45:00Z,MAD02,ParcelCraft Madrid Sur,Fuenlabrada,Centro,Distribution Hub,CUST-100,Northwind Retail,Enterprise,B2B,EXP,EXP,Express,High,24,False,28122,Madrid,Centro,R-MAD02-01,Van,6.6,5-10 kg,12.62,0.83,13.45,Delivered,1.0,SAP_S4,Snowflake,8225404247,SF_BATCH_20240905,2024-10-06T14:04:00Z
PC-2024-004470,2024-09-18,2024-09-18T14:20:00Z,2024-09-19T14:20:00Z,,ZAR01,ParcelCraft Zaragoza Plataforma,Zaragoza,Noreste,National Hub,CUST-102,Alpine Electronics,Enterprise,B2B,STD,STD,Standard,Normal,48,False,50278,Tudela,Noreste,R-ZAR01-01,Linehaul,2.8,1-5 kg,9.11,0.63,9.74,Exception,3.0,SAP_ECC,Snowflake,8225404471,SF_BATCH_20240905,2024-10-04T15:13:00Z
PC-2024-004280,2024-09-18,2024-09-18T14:30:00Z,2024-09-20T02:30:00Z,2024-09-21T11:30:00Z,SEV01,ParcelCraft Sevilla Cartuja,Sevilla,Sur,Regional Hub,CUST-106,Adventure Hub,MidMarket,B2C,ECO,ECO,Economy,Low,72,False,41476,Sevilla,Sur,R-SEV01-02,Van,8.5,5-10 kg,8.51,0.69,9.2,Delivered,1.0,SAP_ECC,Snowflake,8225404281,SF_BATCH_20240905,2024-10-30T15:28:00Z
PC-2024-004337,2024-09-18,2024-09-18T14:45:00Z,2024-09-18T19:45:00Z,2024-09-19T04:45:00Z,MAD02,ParcelCraft Madrid Sur,Fuenlabrada,Centro,Distribution Hub,CUST-103,CityCare Pharmacy,SMB,B2B,SAM,SAM,Same Day,Critical,12,False,28499,Madrid,Centro,R-MAD02-01,Van,0.6,0-1 kg,15.35,1.26,16.61,Delivered,2.0,SAP_S4,Snowflake,8225404338,SF_BATCH_20240905,2024-11-01T15:37:00Z
PC-2024-004466,2024-09-18,2024-09-18T15:30:00Z,2024-09-19T13:30:00Z,,MAD01,ParcelCraft Madrid Centro,Madrid,Centro,Urban Hub,CUST-101,Fabrikam Urban Shop,SMB,B2B,EXP,STD,Standard,Normal,48,False,28517,Alcalá de Henares,Centro,R-MAD01-02,Van,10.6,10+ kg,10.5,0.75,11.25,Exception,4.0,SAP_ECC,Snowflake,8225404467,SF_BATCH_20240905,2024-10-01T15:36:00Z
PC-2024-004395,2024-09-18,2024-09-18T16:00:00Z,2024-09-19T19:00:00Z,2024-09-21T01:00:00Z,SEV01,ParcelCraft Sevilla Cartuja,Sevilla,Sur,Regional Hub,CUST-100,Northwind Retail,Enterprise,B2B,EXP,STD,Standard,Normal,48,False,41475,Málaga,Sur,R-SEV01-02,Van,15.0,10+ kg,10.05,0.66,10.71,Delivered,1.0,SAP_S4,Snowflake,8225404396,SF_BATCH_20240905,2024-10-15T16:22:00Z
PC-2024-004684,2024-09-18,2024-09-18T16:45:00Z,2024-09-19T15:45:00Z,2024-09-20T11:45:00Z,BCN01,ParcelCraft Barcelona Litoral,Barcelona,Este,Urban Hub,CUST-104,Contoso Market,MidMarket,B2B,STD,STD,Standard,Normal,48,False,46807,Valencia,Este,R-BCN01-02,Van,10.4,10+ kg,9.78,0.73,10.51,Delivered,1.0,SAP_S4,Snowflake,8225404685,SF_BATCH_20240905,2024-09-29T17:26:00Z
PC-2024-004155,2024-09-18,2024-09-18T17:00:00Z,2024-09-19T16:00:00Z,,SEV01,ParcelCraft Sevilla Cartuja,Sevilla,Sur,Regional Hub,CUST-104,Contoso Market,MidMarket,B2B,STD,STD,Standard,Normal,48,False,41231,Málaga,Sur,R-SEV01-02,Van,7.5,5-10 kg,8.83,0.61,9.44,Exception,2.0,ParcelOps,Snowflake,8225404156,SF_BATCH_20240905,2024-10-23T17:50:00Z
PC-2024-004525,2024-09-18,2024-09-18T17:15:00Z,2024-09-19T22:15:00Z,2024-09-20T10:15:00Z,VAL02,ParcelCraft Valencia Norte,Valencia,Este,Regional Hub,CUST-109,UrbanNest,SMB,B2C,ECO,STD,Standard,Normal,48,False,46794,Valencia,Este,R-VAL02-01,Van,0.9,0-1 kg,7.64,0.58,8.22,Delivered,1.0,SAP_ECC,Snowflake,8225404526,SF_BATCH_20240905,2024-11-01T17:33:00Z
PC-2024-004396,2024-09-19,2024-09-19T07:50:00Z,2024-09-20T13:50:00Z,2024-09-21T08:50:00Z,BCN01,ParcelCraft Barcelona Litoral,Barcelona,Este,Urban Hub,CUST-102,Alpine Electronics,Enterprise,B2B,STD,STD,Standard,Normal,48,False,46812,Sabadell,Este,R-BCN01-02,Van,3.0,1-5 kg,8.95,0.71,9.66,Delivered,1.0,SAP_ECC,Snowflake,8225404397,SF_BATCH_20240905,2024-09-26T07:51:00Z
PC-2024-004574,2024-09-19,2024-09-19T08:05:00Z,2024-09-21T15:05:00Z,2024-09-21T22:05:00Z,BCN01,ParcelCraft Barcelona Litoral,Barcelona,Este,Urban Hub,CUST-102,Alpine Electronics,Enterprise,B2B,STD,ECO,Economy,Low,72,False,46100,Tarragona,Este,R-BCN01-02,Van,5.7,5-10 kg,8.7,0.57,9.27,Delivered,2.0,ParcelOps,Snowflake,8225404575,SF_BATCH_20240905,2024-10-17T08:12:00Z
PC-2024-004423,2024-09-19,2024-09-19T09:00:00Z,2024-09-21T03:00:00Z,2024-09-22T12:00:00Z,SEV01,ParcelCraft Sevilla Cartuja,Sevilla,Sur,Regional Hub,CUST-106,Adventure Hub,MidMarket,B2C,ECO,ECO,Economy,Low,72,False,41201,Jerez de la Frontera,Sur,R-SEV01-02,Van,1.1,1-5 kg,6.94,0.49,7.43,Delivered,1.0,ParcelOps,Snowflake,8225404424,SF_BATCH_20240905,2024-10-07T09:46:00Z
PC-2024-004174,2024-09-19,2024-09-19T09:40:00Z,2024-09-20T23:40:00Z,2024-09-21T06:40:00Z,MAD01,ParcelCraft Madrid Centro,Madrid,Centro,Urban Hub,CUST-108,GreenFoods Direct,Enterprise,B2B,EXP,STD,Standard,Normal,48,False,28149,Coslada,Centro,R-MAD01-02,Van,4.5,1-5 kg,8.88,0.71,9.59,Delivered,1.0,SAP_S4,Snowflake,8225404175,SF_BATCH_20240905,2024-10-27T10:01:00Z
PC-2024-004143,2024-09-19,2024-09-19T11:20:00Z,2024-09-21T02:20:00Z,2024-09-21T22:20:00Z,ZAR01,ParcelCraft Zaragoza Plataforma,Zaragoza,Noreste,National Hub,CUST-105,BlueYonder Home,SMB,B2C,STD,ECO,Economy,Low,72,False,50054,Teruel,Noreste,R-ZAR01-01,Linehaul,0.4,0-1 kg,6.46,0.43,6.89,Delivered,1.0,ParcelOps,Snowflake,8225404144,SF_BATCH_20240905,2024-10-03T12:07:00Z
PC-2024-004477,2024-09-19,2024-09-19T13:00:00Z,2024-09-20T23:00:00Z,,SEV01,ParcelCraft Sevilla Cartuja,Sevilla,Sur,Regional Hub,CUST-103,CityCare Pharmacy,SMB,B2B,SAM,STD,Standard,Normal,48,False,41503,Jerez de la Frontera,Sur,R-SEV01-02,Van,5.2,5-10 kg,9.87,0.71,10.58,Exception,3.0,ParcelOps,Snowflake,8225404478,SF_BATCH_20240905,2024-10-06T13:13:00Z
PC-2024-004449,2024-09-19,2024-09-19T13:05:00Z,2024-09-19T23:05:00Z,2024-09-20T08:05:00Z,MAD02,ParcelCraft Madrid Sur,Fuenlabrada,Centro,Distribution Hub,CUST-100,Northwind Retail,Enterprise,B2B,EXP,EXP,Express,High,24,False,28648,Madrid,Centro,R-MAD02-01,Van,4.8,1-5 kg,11.3,0.82,12.12,Delivered,2.0,SAP_S4,Snowflake,8225404450,SF_BATCH_20240905,2024-10-07T13:11:00Z
PC-2024-004275,2024-09-19,2024-09-19T13:15:00Z,2024-09-20T04:15:00Z,2024-09-20T12:15:00Z,BCN01,ParcelCraft Barcelona Litoral,Barcelona,Este,Urban Hub,CUST-102,Alpine Electronics,Enterprise,B2B,STD,EXP,Express,High,24,False,46126,Badalona,Este,R-BCN01-02,Van,6.7,5-10 kg,13.25,1.06,14.31,Delivered,1.0,SAP_S4,Snowflake,8225404276,SF_BATCH_20240905,2024-10-27T13:39:00Z
PC-2024-004662,2024-09-19,2024-09-19T15:45:00Z,2024-09-19T23:45:00Z,2024-09-20T01:45:00Z,MAD02,ParcelCraft Madrid Sur,Fuenlabrada,Centro,Distribution Hub,CUST-101,Fabrikam Urban Shop,SMB,B2B,EXP,SAM,Same Day,Critical,12,False,28443,Getafe,Centro,R-MAD02-01,Van,5.9,5-10 kg,19.3,1.42,20.72,Delivered,1.0,SAP_S4,Snowflake,8225404663,SF_BATCH_20240905,2024-10-15T15:53:00Z
PC-2024-004313,2024-09-19,2024-09-19T15:50:00Z,2024-09-20T04:50:00Z,2024-09-20T16:50:00Z,ZAR01,ParcelCraft Zaragoza Plataforma,Zaragoza,Noreste,National Hub,CUST-101,Fabrikam Urban Shop,SMB,B2B,EXP,EXP,Express,High,24,False,50779,Logroño,Noreste,R-ZAR01-01,Linehaul,13.7,10+ kg,15.98,1.22,17.2,Delivered,1.0,SAP_S4,Snowflake,8225404314,SF_BATCH_20240905,2024-10-17T16:42:00Z
PC-2024-004248,2024-09-19,2024-09-19T16:30:00Z,2024-09-21T03:30:00Z,2024-09-22T22:30:00Z,SEV01,ParcelCraft Sevilla Cartuja,Sevilla,Sur,Regional Hub,CUST-106,Adventure Hub,MidMarket,B2C,ECO,ECO,Economy,Low,72,False,41388,Dos Hermanas,Sur,R-SEV01-02,Van,5.9,5-10 kg,8.29,0.67,8.96,Delivered,1.0,ParcelOps,Snowflake,8225404249,SF_BATCH_20240905,2024-10-05T17:19:00Z
PC-2024-004237,2024-09-19,2024-09-19T17:55:00Z,2024-09-20T01:55:00Z,2024-09-20T06:55:00Z,MAD02,ParcelCraft Madrid Sur,Fuenlabrada,Centro,Distribution Hub,CUST-103,CityCare Pharmacy,SMB,B2B,SAM,SAM,Same Day,Critical,12,False,28159,Getafe,Centro,R-MAD02-01,Van,2.3,1-5 kg,16.52,1.08,17.6,Delivered,1.0,SAP_S4,Snowflake,8225404238,SF_BATCH_20240905,2024-10-13T18:50:00Z
PC-2024-004651,2024-09-20,2024-09-20T06:00:00Z,2024-09-22T02:00:00Z,2024-09-23T10:00:00Z,VAL02,ParcelCraft Valencia Norte,Valencia,Este,Regional Hub,CUST-105,BlueYonder Home,SMB,B2C,STD,ECO,Economy,Low,72,False,46729,Castellón,Este,R-VAL02-01,Van,1.5,1-5 kg,7.06,0.56,7.62,Delivered,1.0,SAP_S4,Snowflake,8225404652,SF_BATCH_20240905,2024-10-23T06:08:00Z
PC-2024-004338,2024-09-20,2024-09-20T07:45:00Z,2024-09-20T14:45:00Z,2024-09-20T17:45:00Z,MAD02,ParcelCraft Madrid Sur,Fuenlabrada,Centro,Distribution Hub,CUST-107,MetroBooks,SMB,B2C,SAM,SAM,Same Day,Critical,12,False,28802,Leganés,Centro,R-MAD02-01,Van,0.3,0-1 kg,15.02,1.17,16.19,Delivered,1.0,ParcelOps,Snowflake,8225404339,SF_BATCH_20240905,2024-09-27T07:57:00Z
PC-2024-004438,2024-09-20,2024-09-20T08:45:00Z,2024-09-21T15:45:00Z,2024-09-22T08:45:00Z,SEV01,ParcelCraft Sevilla Cartuja,Sevilla,Sur,Regional Hub,CUST-106,Adventure Hub,MidMarket,B2C,ECO,STD,Standard,Normal,48,False,41084,Córdoba,Sur,R-SEV01-02,Van,0.7,0-1 kg,8.35,0.68,9.03,Delivered,1.0,SAP_S4,Snowflake,8225404439,SF_BATCH_20240905,2024-10-31T09:43:00Z
PC-2024-004386,2024-09-20,2024-09-20T09:00:00Z,2024-09-20T18:00:00Z,2024-09-21T14:00:00Z,MAD01,ParcelCraft Madrid Centro,Madrid,Centro,Urban Hub,CUST-109,UrbanNest,SMB,B2C,ECO,EXP,Express,High,24,False,28542,Alcalá de Henares,Centro,R-MAD01-02,Van,0.9,0-1 kg,11.79,0.96,12.75,Delivered,1.0,ParcelOps,Snowflake,8225404387,SF_BATCH_20240905,2024-10-25T09:33:00Z
PC-2024-004346,2024-09-20,2024-09-20T09:45:00Z,2024-09-20T15:45:00Z,2024-09-20T23:45:00Z,BCN01,ParcelCraft Barcelona Litoral,Barcelona,Este,Urban Hub,CUST-103,CityCare Pharmacy,SMB,B2B,SAM,SAM,Same Day,Critical,12,False,46813,Barcelona,Este,R-BCN01-02,Van,8.5,5-10 kg,18.47,1.44,19.91,Delivered,1.0,SAP_S4,Snowflake,8225404347,SF_BATCH_20240905,2024-10-28T10:04:00Z
PC-2024-004245,2024-09-20,2024-09-20T09:50:00Z,2024-09-22T15:50:00Z,2024-09-23T19:50:00Z,MAD01,ParcelCraft Madrid Centro,Madrid,Centro,Urban Hub,CUST-106,Adventure Hub,MidMarket,B2C,ECO,ECO,Economy,Low,72,False,28353,Alcorcón,Centro,R-MAD01-02,Van,0.4,0-1 kg,6.46,0.47,6.93,Delivered,1.0,SAP_S4,Snowflake,8225404246,SF_BATCH_20240905,2024-10-30T10:35:00Z
PC-2024-004365,2024-09-20,2024-09-20T09:55:00Z,2024-09-21T11:55:00Z,2024-09-22T05:55:00Z,BCN01,ParcelCraft Barcelona Litoral,Barcelona,Este,Urban Hub,CUST-109,UrbanNest,SMB,B2C,ECO,STD,Standard,Normal,48,False,46174,Castellón,Este,R-BCN01-02,Van,2.3,1-5 kg,9.24,0.62,9.86,Delivered,1.0,SAP_S4,Snowflake,8225404366,SF_BATCH_20240905,2024-10-24T10:08:00Z
PC-2024-004578,2024-09-20,2024-09-20T09:55:00Z,2024-09-21T15:55:00Z,2024-09-22T18:55:00Z,MAD01,ParcelCraft Madrid Centro,Madrid,Centro,Urban Hub,CUST-102,Alpine Electronics,Enterprise,B2B,STD,STD,Standard,Normal,48,False,28165,Madrid,Centro,R-MAD01-02,Van,4.8,1-5 kg,8.31,0.64,8.95,Delivered,1.0,SAP_S4,Snowflake,8225404579,SF_BATCH_20240905,2024-10-17T10:36:00Z
PC-2024-004593,2024-09-20,2024-09-20T09:55:00Z,2024-09-20T20:55:00Z,2024-09-21T12:55:00Z,BCN01,ParcelCraft Barcelona Litoral,Barcelona,Este,Urban Hub,CUST-108,GreenFoods Direct,Enterprise,B2B,EXP,EXP,Express,High,24,False,46740,Hospitalet de Llobregat,Este,R-BCN01-02,Van,17.7,10+ kg,15.43,1.07,16.5,Delivered,1.0,SAP_S4,Snowflake,8225404594,SF_BATCH_20240905,2024-10-01T10:37:00Z
PC-2024-004506,2024-09-20,2024-09-20T10:30:00Z,2024-09-20T16:30:00Z,2024-09-20T18:30:00Z,ZAR01,ParcelCraft Zaragoza Plataforma,Zaragoza,Noreste,National Hub,CUST-107,MetroBooks,SMB,B2C,SAM,SAM,Same Day,Critical,12,False,50466,Tudela,Noreste,R-ZAR01-01,Linehaul,2.5,1-5 kg,16.56,1.37,17.93,Delivered,1.0,SAP_ECC,Snowflake,8225404507,SF_BATCH_20240905,2024-10-01T10:52:00Z
PC-2024-004198,2024-09-20,2024-09-20T10:35:00Z,2024-09-20T23:35:00Z,2024-09-21T07:35:00Z,MAD01,ParcelCraft Madrid Centro,Madrid,Centro,Urban Hub,CUST-102,Alpine Electronics,Enterprise,B2B,STD,EXP,Express,High,24,False,28358,Alcorcón,Centro,R-MAD01-02,Van,4.4,1-5 kg,11.3,0.92,12.22,Delivered,2.0,SAP_S4,Snowflake,8225404199,SF_BATCH_20240905,2024-10-22T11:26:00Z
PC-2024-004409,2024-09-20,2024-09-20T11:00:00Z,2024-09-22T19:00:00Z,2024-09-22T21:00:00Z,BCN01,ParcelCraft Barcelona Litoral,Barcelona,Este,Urban Hub,CUST-109,UrbanNest,SMB,B2C,ECO,ECO,Economy,Low,72,False,46263,Barcelona,Este,R-BCN01-02,Van,1.5,1-5 kg,7.29,0.54,7.83,Delivered,1.0,SAP_ECC,Snowflake,8225404410,SF_BATCH_20240905,2024-09-29T11:12:00Z
PC-2024-004495,2024-09-20,2024-09-20T11:10:00Z,2024-09-21T05:10:00Z,2024-09-21T17:10:00Z,MAD01,ParcelCraft Madrid Centro,Madrid,Centro,Urban Hub,CUST-100,Northwind Retail,Enterprise,B2B,EXP,EXP,Express,High,24,False,28917,Getafe,Centro,R-MAD01-02,Van,7.3,5-10 kg,13.7,1.11,14.81,Delivered,3.0,SAP_S4,Snowflake,8225404496,SF_BATCH_20240905,2024-10-27T11:20:00Z
PC-2024-004236,2024-09-20,2024-09-20T12:05:00Z,2024-09-21T03:05:00Z,2024-09-21T16:05:00Z,BCN01,ParcelCraft Barcelona Litoral,Barcelona,Este,Urban Hub,CUST-108,GreenFoods Direct,Enterprise,B2B,EXP,EXP,Express,High,24,False,46626,Barcelona,Este,R-BCN01-02,Van,2.5,1-5 kg,11.09,0.84,11.93,Delivered,2.0,SAP_ECC,Snowflake,8225404237,SF_BATCH_20240905,2024-10-05T12:28:00Z
PC-2024-004633,2024-09-20,2024-09-20T12:25:00Z,2024-09-21T23:25:00Z,2024-09-22T05:25:00Z,SEV01,ParcelCraft Sevilla Cartuja,Sevilla,Sur,Regional Hub,CUST-103,CityCare Pharmacy,SMB,B2B,SAM,STD,Standard,Normal,48,False,41196,Sevilla,Sur,R-SEV01-02,Van,10.6,10+ kg,11.46,0.75,12.21,Delivered,2.0,SAP_ECC,Snowflake,8225404634,SF_BATCH_20240905,2024-11-02T13:11:00Z
PC-2024-004258,2024-09-20,2024-09-20T12:45:00Z,2024-09-21T07:45:00Z,2024-09-21T09:45:00Z,BCN01,ParcelCraft Barcelona Litoral,Barcelona,Este,Urban Hub,CUST-102,Alpine Electronics,Enterprise,B2B,STD,EXP,Express,High,24,False,46920,Hospitalet de Llobregat,Este,R-BCN01-02,Van,9.9,5-10 kg,13.04,1.06,14.1,Delivered,2.0,ParcelOps,Snowflake,8225404259,SF_BATCH_20240905,2024-10-11T13:14:00Z
PC-2024-004281,2024-09-20,2024-09-20T12:55:00Z,2024-09-20T19:55:00Z,2024-09-20T22:55:00Z,MAD02,ParcelCraft Madrid Sur,Fuenlabrada,Centro,Distribution Hub,CUST-107,MetroBooks,SMB,B2C,SAM,SAM,Same Day,Critical,12,False,28622,Leganés,Centro,R-MAD02-01,Van,1.2,1-5 kg,15.94,1.19,17.13,Delivered,1.0,SAP_S4,Snowflake,8225404282,SF_BATCH_20240905,2024-09-29T13:25:00Z
PC-2024-004468,2024-09-20,2024-09-20T13:00:00Z,2024-09-21T17:00:00Z,2024-09-21T23:00:00Z,MAD01,ParcelCraft Madrid Centro,Madrid,Centro,Urban Hub,CUST-106,Adventure Hub,MidMarket,B2C,ECO,STD,Standard,Normal,48,False,28573,Coslada,Centro,R-MAD01-02,Van,1.9,1-5 kg,8.4,0.57,8.97,Delivered,2.0,SAP_ECC,Snowflake,8225404469,SF_BATCH_20240905,2024-10-16T13:15:00Z
PC-2024-004225,2024-09-20,2024-09-20T13:10:00Z,2024-09-21T00:10:00Z,2024-09-21T15:10:00Z,MAD01,ParcelCraft Madrid Centro,Madrid,Centro,Urban Hub,CUST-102,Alpine Electronics,Enterprise,B2B,STD,EXP,Express,High,24,False,28772,Coslada,Centro,R-MAD01-02,Van,9.7,5-10 kg,13.75,1.1,14.85,Delivered,1.0,SAP_S4,Snowflake,8225404226,SF_BATCH_20240905,2024-11-03T14:01:00Z
PC-2024-004644,2024-09-20,2024-09-20T13:30:00Z,2024-09-20T18:30:00Z,2024-09-21T03:30:00Z,MAD01,ParcelCraft Madrid Centro,Madrid,Centro,Urban Hub,CUST-103,CityCare Pharmacy,SMB,B2B,SAM,SAM,Same Day,Critical,12,False,28532,Leganés,Centro,R-MAD01-02,Van,2.2,1-5 kg,17.23,1.37,18.6,Delivered,1.0,SAP_S4,Snowflake,8225404645,SF_BATCH_20240905,2024-10-26T13:56:00Z
PC-2024-004283,2024-09-20,2024-09-20T13:45:00Z,2024-09-21T14:45:00Z,2024-09-22T13:45:00Z,BCN01,ParcelCraft Barcelona Litoral,Barcelona,Este,Urban Hub,CUST-102,Alpine Electronics,Enterprise,B2B,STD,STD,Standard,Normal,48,False,46590,Sabadell,Este,R-BCN01-02,Van,10.6,10+ kg,10.26,0.73,10.99,Delivered,1.0,SAP_ECC,Snowflake,8225404284,SF_BATCH_20240905,2024-09-27T14:14:00Z
PC-2024-004381,2024-09-20,2024-09-20T14:20:00Z,2024-09-21T16:20:00Z,2024-09-22T12:20:00Z,MAD01,ParcelCraft Madrid Centro,Madrid,Centro,Urban Hub,CUST-105,BlueYonder Home,SMB,B2C,STD,STD,Standard,Normal,48,False,28565,Fuenlabrada,Centro,R-MAD01-02,Van,5.1,5-10 kg,8.77,0.69,9.46,Delivered,1.0,SAP_ECC,Snowflake,8225404382,SF_BATCH_20240905,2024-10-13T14:30:00Z
PC-2024-004609,2024-09-20,2024-09-20T14:50:00Z,2024-09-21T07:50:00Z,,MAD02,ParcelCraft Madrid Sur,Fuenlabrada,Centro,Distribution Hub,CUST-100,Northwind Retail,Enterprise,B2B,EXP,EXP,Express,High,24,False,28101,Alcorcón,Centro,R-MAD02-01,Van,4.3,1-5 kg,12.2,0.87,13.07,Exception,2.0,SAP_S4,Snowflake,8225404610,SF_BATCH_20240905,2024-10-13T14:57:00Z
